gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,average_score,performance_level,pass_status,reading_math_gap,average_score_z,outlier_status
female,group d,bachelor's degree,free/reduced,none,73,79,84,78.66666666666667,medium,pass,6,0.7646210868104083,normal
female,group d,some college,free/reduced,completed,70,78,78,75.33333333333333,medium,pass,8,0.530706167937914,normal
female,group b,some high school,standard,none,37,46,46,43.0,low,pass,9,-1.7382685451252742,normal
male,group b,associate's degree,standard,completed,81,82,82,81.66666666666667,high,pass,1,0.9751445137956526,normal
male,group e,associate's degree,standard,completed,97,82,88,89.0,high,pass,-15,1.4897573353151383,normal
female,group b,some high school,standard,none,67,89,82,79.33333333333333,medium,pass,22,0.8114040705849064,normal
male,group b,bachelor's degree,free/reduced,none,88,75,76,79.66666666666667,medium,pass,-13,0.8347955624721565,normal
male,group e,some high school,standard,completed,77,76,77,76.66666666666667,medium,pass,-1,0.6242721354869122,normal
male,group c,associate's degree,standard,none,76,70,68,71.33333333333333,medium,pass,-6,0.2500082652909216,normal
male,group d,some high school,standard,none,86,73,70,76.33333333333333,medium,pass,-13,0.6008806435996621,normal
male,group c,some high school,standard,completed,63,60,57,60.0,medium,pass,-3,-0.5453024588755565,normal
female,group e,bachelor's degree,standard,none,65,73,75,71.0,medium,pass,8,0.2266167734036726,normal
male,group d,high school,free/reduced,completed,78,77,80,78.33333333333333,medium,pass,-1,0.7412295949231583,normal
male,group b,associate's degree,free/reduced,none,67,62,60,63.0,medium,pass,-5,-0.3347790318903122,normal
male,group a,some high school,standard,completed,46,41,43,43.333333333333336,low,pass,-5,-1.7148770532380246,normal
male,group e,associate's degree,standard,completed,71,74,68,71.0,medium,pass,3,0.2266167734036726,normal
male,group c,high school,free/reduced,completed,40,46,50,45.333333333333336,low,pass,6,-1.5745281019145285,normal
male,group d,associate's degree,free/reduced,none,90,87,75,84.0,high,pass,-3,1.138884957006398,normal
male,group a,some college,free/reduced,completed,81,78,81,80.0,high,pass,-3,0.8581870543594055,normal
male,group d,some high school,free/reduced,none,56,54,52,54.0,low,pass,-2,-0.9663493128460451,normal
female,group c,associate's degree,standard,completed,67,84,81,77.33333333333333,medium,pass,17,0.6710551192614101,normal
male,group b,associate's degree,standard,none,80,76,64,73.33333333333333,medium,pass,-4,0.3903572166144178,normal
female,group c,associate's degree,standard,completed,74,75,83,77.33333333333333,medium,pass,1,0.6710551192614101,normal
male,group a,some college,standard,none,69,67,69,68.33333333333333,medium,pass,-2,0.03948483830567732,normal
male,group e,some college,standard,completed,99,87,81,89.0,high,pass,-12,1.4897573353151383,normal
male,group c,some high school,standard,none,51,52,44,49.0,low,pass,1,-1.3172216911547856,normal
female,group b,associate's degree,free/reduced,none,53,71,67,63.666666666666664,medium,pass,18,-0.28799604811581364,normal
female,group d,high school,free/reduced,none,49,57,52,52.666666666666664,low,pass,8,-1.0599152803950427,normal
female,group b,associate's degree,standard,none,73,76,80,76.33333333333333,medium,pass,3,0.6008806435996621,normal
male,group b,bachelor's degree,standard,none,66,60,57,61.0,medium,pass,-6,-0.4751279832138084,normal
male,group d,bachelor's degree,standard,completed,67,61,68,65.33333333333333,medium,pass,-6,-0.17103858867956698,normal
female,group c,associate's degree,free/reduced,completed,68,67,69,68.0,medium,pass,-1,0.016093346418428283,normal
female,group c,bachelor's degree,standard,completed,59,64,75,66.0,medium,pass,5,-0.12425560490506792,normal
male,group c,high school,standard,none,71,66,65,67.33333333333333,medium,pass,-5,-0.03068963735607078,normal
female,group d,master's degree,standard,completed,77,82,91,83.33333333333333,high,pass,5,1.0921019732318988,normal
male,group c,associate's degree,standard,none,83,72,78,77.66666666666667,medium,pass,-11,0.6944466111486602,normal
male,group b,bachelor's degree,standard,none,63,71,69,67.66666666666667,medium,pass,8,-0.007298145468820749,normal
female,group d,associate's degree,free/reduced,none,56,65,63,61.333333333333336,medium,pass,9,-0.45173649132655885,normal
female,group c,high school,free/reduced,completed,67,79,84,76.66666666666667,medium,pass,12,0.6242721354869122,normal
female,group e,high school,standard,none,75,86,79,80.0,high,pass,11,0.8581870543594055,normal
female,group c,some college,standard,none,71,81,80,77.33333333333333,medium,pass,10,0.6710551192614101,normal
female,group c,some high school,free/reduced,none,43,53,53,49.666666666666664,low,pass,10,-1.270438707380287,normal
female,group c,high school,free/reduced,none,41,46,43,43.333333333333336,low,pass,5,-1.7148770532380246,normal
female,group c,some college,standard,none,82,90,94,88.66666666666667,high,pass,8,1.4663658434278892,normal
male,group c,some college,standard,none,61,61,62,61.333333333333336,medium,pass,0,-0.45173649132655885,normal
male,group a,some college,free/reduced,none,28,23,19,23.333333333333332,low,fail,-5,-3.118366566472987,outlier
male,group c,associate's degree,standard,completed,82,75,77,78.0,medium,pass,-7,0.7178381030359092,normal
female,group b,some high school,standard,none,41,55,51,49.0,low,pass,14,-1.3172216911547856,normal
male,group c,high school,standard,none,71,60,61,64.0,medium,pass,-11,-0.2646045562285641,normal
male,group c,associate's degree,standard,none,47,37,35,39.666666666666664,low,fail,-10,-1.972183463997768,normal
male,group e,associate's degree,standard,completed,62,56,53,57.0,low,pass,-6,-0.7558258858608008,normal
male,group b,associate's degree,standard,none,90,78,81,83.0,high,pass,-12,1.0687104813446497,normal
female,group c,bachelor's degree,standard,none,83,93,95,90.33333333333333,high,pass,10,1.5833233028641356,normal
female,group b,some college,free/reduced,none,61,68,66,65.0,medium,pass,7,-0.19443008056681602,normal
male,group d,some high school,standard,completed,76,70,69,71.66666666666667,medium,pass,-6,0.27339975717817167,normal
male,group c,associate's degree,standard,none,49,51,43,47.666666666666664,low,pass,2,-1.4107876587037833,normal
female,group b,some high school,free/reduced,none,24,38,27,29.666666666666668,low,fail,14,-2.6739282206152484,outlier
female,group d,some high school,free/reduced,completed,35,55,60,50.0,low,pass,20,-1.2470472154930374,normal
male,group c,high school,free/reduced,none,58,61,52,57.0,low,pass,3,-0.7558258858608008,normal
female,group c,high school,standard,none,61,73,63,65.66666666666667,medium,pass,12,-0.14764709679231694,normal
female,group b,high school,standard,completed,69,76,74,73.0,medium,pass,7,0.36696572472716876,normal
male,group d,associate's degree,standard,completed,67,72,67,68.66666666666667,medium,pass,5,0.06287633019292735,normal
male,group d,some college,standard,none,79,73,67,73.0,medium,pass,-6,0.36696572472716876,normal
female,group c,high school,standard,none,72,80,75,75.66666666666667,medium,pass,8,0.554097659825164,normal
male,group b,some college,standard,none,62,61,57,60.0,medium,pass,-1,-0.5453024588755565,normal
female,group c,bachelor's degree,standard,completed,77,94,95,88.66666666666667,high,pass,17,1.4663658434278892,normal
male,group d,high school,free/reduced,none,75,74,66,71.66666666666667,medium,pass,-1,0.27339975717817167,normal
male,group e,associate's degree,standard,none,87,74,76,79.0,medium,pass,-13,0.7880125786976574,normal
female,group b,bachelor's degree,standard,none,52,65,69,62.0,medium,pass,13,-0.40495350755206033,normal
male,group e,some college,standard,none,66,57,52,58.333333333333336,low,pass,-9,-0.6622599183118032,normal
female,group c,some college,standard,completed,63,78,80,73.66666666666667,medium,pass,15,0.41374870850166784,normal
female,group c,associate's degree,standard,none,46,58,57,53.666666666666664,low,pass,12,-0.9897408047332946,normal
female,group c,some college,standard,none,59,71,70,66.66666666666667,medium,pass,12,-0.07747262113056885,normal
female,group b,bachelor's degree,standard,none,61,72,70,67.66666666666667,medium,pass,11,-0.007298145468820749,normal
male,group a,associate's degree,standard,none,63,61,61,61.666666666666664,medium,pass,-2,-0.4283449994393098,normal
female,group c,some college,free/reduced,completed,42,66,69,59.0,low,pass,24,-0.6154769345373046,normal
male,group d,some college,free/reduced,none,59,62,61,60.666666666666664,medium,pass,3,-0.49851947510105793,normal
female,group d,some college,standard,none,80,90,89,86.33333333333333,high,pass,10,1.3026254002171431,normal
female,group b,high school,standard,none,58,62,59,59.666666666666664,low,pass,4,-0.568693950762806,normal
male,group b,some high school,standard,completed,85,84,78,82.33333333333333,high,pass,-1,1.0219274975701507,normal
female,group c,some college,standard,none,52,58,58,56.0,low,pass,6,-0.8260003615225489,normal
female,group d,some high school,free/reduced,none,27,34,32,31.0,low,fail,7,-2.5803622530662516,outlier
male,group c,some college,standard,none,59,60,58,59.0,low,pass,1,-0.6154769345373046,normal
male,group a,bachelor's degree,free/reduced,completed,49,58,60,55.666666666666664,low,pass,9,-0.8493918534097984,normal
male,group c,high school,standard,completed,69,58,53,60.0,medium,pass,-11,-0.5453024588755565,normal
male,group c,bachelor's degree,free/reduced,none,61,66,61,62.666666666666664,medium,pass,5,-0.35817052377756176,normal
female,group a,some high school,free/reduced,none,44,64,58,55.333333333333336,low,pass,20,-0.8727833452970475,normal
female,group d,some high school,standard,none,73,84,85,80.66666666666667,high,pass,11,0.9049700381339045,normal
male,group e,some college,standard,none,84,77,71,77.33333333333333,medium,pass,-7,0.6710551192614101,normal
female,group c,some college,free/reduced,completed,45,73,70,62.666666666666664,medium,pass,28,-0.35817052377756176,normal
male,group d,some high school,standard,none,74,74,72,73.33333333333333,medium,pass,0,0.3903572166144178,normal
female,group d,some college,standard,completed,82,97,96,91.66666666666667,high,pass,15,1.6768892704131335,normal
female,group d,bachelor's degree,standard,none,59,70,73,67.33333333333333,medium,pass,11,-0.03068963735607078,normal
male,group e,associate's degree,free/reduced,none,46,43,41,43.333333333333336,low,pass,-3,-1.7148770532380246,normal
female,group d,some high school,standard,none,80,90,82,84.0,high,pass,10,1.138884957006398,normal
female,group d,master's degree,free/reduced,completed,85,95,100,93.33333333333333,high,pass,10,1.7938467298493799,normal
female,group a,some high school,standard,none,71,83,77,77.0,medium,pass,12,0.6476636273741612,normal
male,group a,bachelor's degree,standard,none,66,64,62,64.0,medium,pass,-2,-0.2646045562285641,normal
female,group b,associate's degree,standard,none,80,86,83,83.0,high,pass,6,1.0687104813446497,normal
male,group c,associate's degree,standard,completed,87,100,95,94.0,high,pass,13,1.8406297136238787,normal
male,group c,master's degree,free/reduced,none,79,81,71,77.0,medium,pass,2,0.6476636273741612,normal
female,group e,some high school,free/reduced,none,38,49,45,44.0,low,pass,11,-1.668094069463526,normal
female,group a,some high school,free/reduced,none,38,43,43,41.333333333333336,low,pass,5,-1.8552260045615208,normal
female,group e,some college,standard,none,67,76,75,72.66666666666667,medium,pass,9,0.3435742328399197,normal
female,group e,bachelor's degree,standard,none,64,73,70,69.0,medium,pass,9,0.08626782208017639,normal
female,group c,associate's degree,free/reduced,none,57,78,67,67.33333333333333,medium,pass,21,-0.03068963735607078,normal
female,group d,high school,standard,none,62,64,64,63.333333333333336,medium,pass,2,-0.3113875400030627,normal
male,group d,master's degree,standard,none,73,70,75,72.66666666666667,medium,pass,-3,0.3435742328399197,normal
male,group e,some high school,free/reduced,completed,73,67,59,66.33333333333333,medium,pass,-6,-0.10086411301781888,normal
female,group d,some college,standard,none,77,68,77,74.0,medium,pass,-9,0.4371402003889169,normal
male,group e,some college,standard,none,76,67,67,70.0,medium,pass,-9,0.15644229774192447,normal
male,group c,associate's degree,standard,completed,57,54,56,55.666666666666664,low,pass,-3,-0.8493918534097984,normal
female,group c,some high school,standard,completed,65,74,77,72.0,medium,pass,9,0.2967912490654207,normal
male,group a,high school,free/reduced,none,48,45,41,44.666666666666664,low,pass,-3,-1.6213110856890276,normal
female,group b,high school,free/reduced,none,50,67,63,60.0,medium,pass,17,-0.5453024588755565,normal
female,group c,associate's degree,standard,none,85,89,95,89.66666666666667,high,pass,4,1.5365403190896374,normal
male,group b,some high school,standard,none,74,63,57,64.66666666666667,medium,pass,-11,-0.21782157245406505,normal
male,group d,some high school,standard,none,60,59,54,57.666666666666664,low,pass,-1,-0.7090429020863023,normal
female,group c,some high school,standard,completed,59,54,67,60.0,medium,pass,-5,-0.5453024588755565,normal
male,group a,some college,standard,none,53,43,43,46.333333333333336,low,pass,-10,-1.5043536262527804,normal
female,group a,some college,free/reduced,none,49,65,55,56.333333333333336,low,pass,16,-0.8026088696352993,normal
female,group d,high school,standard,completed,88,99,100,95.66666666666667,high,pass,11,1.957587173060126,normal
female,group c,high school,standard,none,54,59,62,58.333333333333336,low,pass,5,-0.6622599183118032,normal
female,group c,some high school,standard,none,63,73,68,68.0,medium,pass,10,0.016093346418428283,normal
male,group b,associate's degree,standard,completed,65,65,63,64.33333333333333,medium,pass,0,-0.24121306434131506,normal
female,group b,associate's degree,standard,none,82,80,77,79.66666666666667,medium,pass,-2,0.8347955624721565,normal
female,group d,high school,free/reduced,completed,52,57,56,55.0,low,pass,5,-0.896174837184297,normal
male,group d,associate's degree,standard,completed,87,84,85,85.33333333333333,high,pass,-3,1.232450924555395,normal
female,group d,master's degree,standard,completed,70,71,74,71.66666666666667,medium,pass,1,0.27339975717817167,normal
male,group e,some college,standard,completed,84,83,78,81.66666666666667,high,pass,-1,0.9751445137956526,normal
male,group d,associate's degree,standard,none,71,66,60,65.66666666666667,medium,pass,-5,-0.14764709679231694,normal
male,group b,some high school,standard,completed,63,67,67,65.66666666666667,medium,pass,4,-0.14764709679231694,normal
female,group c,bachelor's degree,free/reduced,completed,51,72,79,67.33333333333333,medium,pass,21,-0.03068963735607078,normal
male,group e,high school,standard,none,84,73,69,75.33333333333333,medium,pass,-11,0.530706167937914,normal
male,group c,bachelor's degree,standard,completed,71,74,68,71.0,medium,pass,3,0.2266167734036726,normal
male,group c,associate's degree,standard,none,74,73,67,71.33333333333333,medium,pass,-1,0.2500082652909216,normal
male,group d,some college,standard,none,68,59,62,63.0,medium,pass,-9,-0.3347790318903122,normal
male,group e,high school,free/reduced,completed,57,56,54,55.666666666666664,low,pass,-1,-0.8493918534097984,normal
female,group c,associate's degree,free/reduced,completed,82,93,93,89.33333333333333,high,pass,11,1.5131488272023874,normal
female,group d,high school,standard,completed,57,58,64,59.666666666666664,low,pass,1,-0.568693950762806,normal
female,group d,master's degree,free/reduced,completed,47,58,67,57.333333333333336,low,pass,11,-0.7324343939735513,normal
female,group a,some high school,standard,completed,59,85,80,74.66666666666667,medium,pass,26,0.48392318416341595,normal
male,group b,some college,free/reduced,none,41,39,34,38.0,low,fail,-2,-2.0891409234340146,outlier
female,group c,some college,free/reduced,none,62,67,62,63.666666666666664,medium,pass,5,-0.28799604811581364,normal
male,group c,bachelor's degree,standard,none,86,83,86,85.0,high,pass,-3,1.2090594326681459,normal
male,group c,some high school,free/reduced,none,69,71,65,68.33333333333333,medium,pass,2,0.03948483830567732,normal
male,group a,some high school,free/reduced,none,65,59,53,59.0,low,pass,-6,-0.6154769345373046,normal
male,group c,some high school,free/reduced,none,68,63,54,61.666666666666664,medium,pass,-5,-0.4283449994393098,normal
male,group c,associate's degree,free/reduced,none,64,66,59,63.0,medium,pass,2,-0.3347790318903122,normal
female,group c,high school,standard,none,61,72,70,67.66666666666667,medium,pass,11,-0.007298145468820749,normal
male,group c,high school,standard,none,61,56,55,57.333333333333336,low,pass,-5,-0.7324343939735513,normal
female,group a,some high school,free/reduced,none,47,59,50,52.0,low,pass,12,-1.1066982641695413,normal
male,group c,some high school,standard,none,73,66,66,68.33333333333333,medium,pass,-7,0.03948483830567732,normal
male,group c,some college,free/reduced,completed,50,48,53,50.333333333333336,low,pass,-2,-1.223655723605788,normal
male,group d,associate's degree,standard,none,75,68,64,69.0,medium,pass,-7,0.08626782208017639,normal
male,group d,associate's degree,free/reduced,none,75,66,73,71.33333333333333,medium,pass,-9,0.2500082652909216,normal
male,group c,high school,standard,none,70,56,51,59.0,low,pass,-14,-0.6154769345373046,normal
male,group d,some high school,standard,completed,89,88,82,86.33333333333333,high,pass,-1,1.3026254002171431,normal
female,group c,some college,standard,completed,67,81,79,75.66666666666667,medium,pass,14,0.554097659825164,normal
female,group d,high school,standard,none,78,81,80,79.66666666666667,medium,pass,3,0.8347955624721565,normal
female,group a,some high school,free/reduced,none,59,73,69,67.0,medium,pass,14,-0.054081129243319814,normal
female,group b,associate's degree,standard,none,73,83,76,77.33333333333333,medium,pass,10,0.6710551192614101,normal
male,group a,some high school,free/reduced,none,79,82,73,78.0,medium,pass,3,0.7178381030359092,normal
female,group c,some high school,standard,completed,67,74,77,72.66666666666667,medium,pass,7,0.3435742328399197,normal
male,group d,some college,free/reduced,none,69,66,60,65.0,medium,pass,-3,-0.19443008056681602,normal
male,group c,high school,standard,completed,86,81,80,82.33333333333333,high,pass,-5,1.0219274975701507,normal
male,group b,high school,standard,none,47,46,42,45.0,low,pass,-1,-1.597919593801778,normal
male,group b,associate's degree,standard,none,81,73,72,75.33333333333333,medium,pass,-8,0.530706167937914,normal
female,group c,some college,free/reduced,completed,64,85,85,78.0,medium,pass,21,0.7178381030359092,normal
female,group e,some college,standard,none,100,92,97,96.33333333333333,high,pass,-8,2.004370156834624,outlier
female,group c,associate's degree,free/reduced,none,65,77,74,72.0,medium,pass,12,0.2967912490654207,normal
male,group c,some college,free/reduced,none,65,58,49,57.333333333333336,low,pass,-7,-0.7324343939735513,normal
female,group c,associate's degree,free/reduced,none,53,61,62,58.666666666666664,low,pass,8,-0.6388684264245541,normal
male,group c,bachelor's degree,free/reduced,none,37,56,47,46.666666666666664,low,pass,19,-1.4809621343655313,normal
female,group d,bachelor's degree,standard,none,79,89,89,85.66666666666667,high,pass,10,1.255842416442645,normal
male,group d,associate's degree,free/reduced,none,53,54,48,51.666666666666664,low,pass,1,-1.1300897560567909,normal
female,group e,bachelor's degree,standard,none,100,100,100,100.0,high,pass,0,2.2616765675943675,outlier
male,group b,high school,standard,completed,72,65,68,68.33333333333333,medium,pass,-7,0.03948483830567732,normal
male,group c,bachelor's degree,free/reduced,none,53,58,55,55.333333333333336,low,pass,5,-0.8727833452970475,normal
male,group b,some college,free/reduced,none,54,54,45,51.0,low,pass,0,-1.1768727398312895,normal
female,group e,some college,standard,none,71,70,76,72.33333333333333,medium,pass,-1,0.3201827409526697,normal
female,group c,some college,free/reduced,none,77,90,91,86.0,high,pass,13,1.279233908329894,normal
male,group a,bachelor's degree,standard,completed,75,58,62,65.0,medium,pass,-17,-0.19443008056681602,normal
female,group c,some college,standard,none,84,87,91,87.33333333333333,high,pass,3,1.372799875878891,normal
female,group d,associate's degree,free/reduced,none,26,31,38,31.666666666666668,low,fail,5,-2.5335792692917525,outlier
male,group a,high school,free/reduced,completed,72,67,65,68.0,medium,pass,-5,0.016093346418428283,normal
female,group a,high school,free/reduced,completed,77,88,85,83.33333333333333,high,pass,11,1.0921019732318988,normal
male,group c,some college,standard,none,91,74,76,80.33333333333333,high,pass,-17,0.8815785462466545,normal
female,group c,associate's degree,standard,completed,83,85,90,86.0,high,pass,2,1.279233908329894,normal
female,group c,high school,standard,none,63,69,74,68.66666666666667,medium,pass,6,0.06287633019292735,normal
female,group c,associate's degree,standard,completed,68,86,84,79.33333333333333,medium,pass,18,0.8114040705849064,normal
female,group d,some high school,standard,none,59,67,61,62.333333333333336,medium,pass,8,-0.3815620156648108,normal
female,group b,associate's degree,standard,completed,90,90,91,90.33333333333333,high,pass,0,1.5833233028641356,normal
female,group d,bachelor's degree,standard,completed,71,76,83,76.66666666666667,medium,pass,5,0.6242721354869122,normal
male,group e,bachelor's degree,standard,completed,76,62,66,68.0,medium,pass,-14,0.016093346418428283,normal
male,group d,associate's degree,standard,none,80,68,72,73.33333333333333,medium,pass,-12,0.3903572166144178,normal
female,group d,master's degree,standard,none,55,64,70,63.0,medium,pass,9,-0.3347790318903122,normal
male,group e,associate's degree,standard,none,76,71,67,71.33333333333333,medium,pass,-5,0.2500082652909216,normal
male,group b,high school,standard,completed,73,71,68,70.66666666666667,medium,pass,-2,0.20322528151642355,normal
female,group d,associate's degree,free/reduced,none,52,59,56,55.666666666666664,low,pass,7,-0.8493918534097984,normal
male,group c,some college,free/reduced,none,68,68,61,65.66666666666667,medium,pass,0,-0.14764709679231694,normal
male,group a,high school,standard,none,59,52,46,52.333333333333336,low,pass,-7,-1.0833067722822918,normal
female,group b,associate's degree,standard,none,49,52,54,51.666666666666664,low,pass,3,-1.1300897560567909,normal
male,group c,high school,standard,none,70,74,71,71.66666666666667,medium,pass,4,0.27339975717817167,normal
male,group d,some college,free/reduced,none,61,47,56,54.666666666666664,low,pass,-14,-0.9195663290715466,normal
female,group c,associate's degree,free/reduced,none,60,75,74,69.66666666666667,medium,pass,15,0.13305080585467544,normal
male,group b,some high school,standard,completed,64,53,57,58.0,low,pass,-11,-0.6856514101990527,normal
male,group a,associate's degree,free/reduced,completed,79,82,82,81.0,high,pass,3,0.9283615300211535,normal
female,group a,associate's degree,free/reduced,none,65,85,76,75.33333333333333,medium,pass,20,0.530706167937914,normal
female,group c,associate's degree,standard,none,64,64,70,66.0,medium,pass,0,-0.12425560490506792,normal
female,group c,some college,standard,none,83,83,90,85.33333333333333,high,pass,0,1.232450924555395,normal
female,group c,bachelor's degree,standard,none,81,88,90,86.33333333333333,high,pass,7,1.3026254002171431,normal
female,group b,high school,standard,none,54,64,68,62.0,medium,pass,10,-0.40495350755206033,normal
male,group d,high school,standard,completed,68,64,66,66.0,medium,pass,-4,-0.12425560490506792,normal
female,group c,some college,standard,none,54,48,52,51.333333333333336,low,pass,-6,-1.15348124794404,normal
female,group d,some college,free/reduced,completed,59,78,76,71.0,medium,pass,19,0.2266167734036726,normal
female,group b,some high school,standard,none,66,69,68,67.66666666666667,medium,pass,3,-0.007298145468820749,normal
male,group e,some college,standard,none,76,71,72,73.0,medium,pass,-5,0.36696572472716876,normal
female,group d,master's degree,standard,none,74,79,82,78.33333333333333,medium,pass,5,0.7412295949231583,normal
female,group b,associate's degree,standard,completed,94,87,92,91.0,high,pass,-7,1.6301062866386344,normal
male,group c,some college,free/reduced,none,63,61,54,59.333333333333336,low,pass,-2,-0.592085442650055,normal
female,group e,associate's degree,standard,completed,95,89,92,92.0,high,pass,-6,1.7002807623003826,normal
female,group d,master's degree,free/reduced,none,40,59,54,51.0,low,pass,19,-1.1768727398312895,normal
female,group b,some high school,standard,none,82,82,80,81.33333333333333,high,pass,0,0.9517530219084026,normal
male,group a,high school,standard,none,68,70,66,68.0,medium,pass,2,0.016093346418428283,normal
male,group b,bachelor's degree,free/reduced,none,55,59,54,56.0,low,pass,4,-0.8260003615225489,normal
male,group c,master's degree,standard,none,79,78,77,78.0,medium,pass,-1,0.7178381030359092,normal
female,group c,bachelor's degree,standard,none,86,92,87,88.33333333333333,high,pass,6,1.4429743515406392,normal
male,group d,some college,standard,none,76,71,73,73.33333333333333,medium,pass,-5,0.3903572166144178,normal
male,group a,some high school,standard,none,64,50,43,52.333333333333336,low,pass,-14,-1.0833067722822918,normal
male,group d,some high school,free/reduced,none,62,49,52,54.333333333333336,low,pass,-13,-0.9429578209587955,normal
female,group b,some high school,standard,completed,54,61,62,59.0,low,pass,7,-0.6154769345373046,normal
female,group b,master's degree,free/reduced,completed,77,97,94,89.33333333333333,high,pass,20,1.5131488272023874,normal
female,group c,some high school,standard,completed,76,87,85,82.66666666666667,high,pass,11,1.0453189894574006,normal
female,group d,some college,standard,none,74,89,84,82.33333333333333,high,pass,15,1.0219274975701507,normal
female,group e,some college,standard,completed,66,74,73,71.0,medium,pass,8,0.2266167734036726,normal
female,group d,some high school,standard,completed,66,78,78,74.0,medium,pass,12,0.4371402003889169,normal
female,group b,high school,free/reduced,completed,67,78,79,74.66666666666667,medium,pass,11,0.48392318416341595,normal
male,group d,some college,standard,none,71,49,52,57.333333333333336,low,pass,-22,-0.7324343939735513,normal
female,group c,associate's degree,standard,none,91,86,84,87.0,high,pass,-5,1.3494083839916422,normal
male,group d,bachelor's degree,standard,none,69,58,57,61.333333333333336,medium,pass,-11,-0.45173649132655885,normal
male,group c,master's degree,free/reduced,none,54,59,50,54.333333333333336,low,pass,5,-0.9429578209587955,normal
male,group c,high school,standard,completed,53,52,49,51.333333333333336,low,pass,-1,-1.15348124794404,normal
male,group e,some college,standard,none,68,60,59,62.333333333333336,medium,pass,-8,-0.3815620156648108,normal
male,group c,some high school,free/reduced,completed,56,61,60,59.0,low,pass,5,-0.6154769345373046,normal
female,group c,high school,free/reduced,none,36,53,43,44.0,low,pass,17,-1.668094069463526,normal
female,group d,bachelor's degree,free/reduced,none,29,41,47,39.0,low,fail,12,-2.0189664477722666,outlier
female,group c,associate's degree,standard,none,62,74,70,68.66666666666667,medium,pass,12,0.06287633019292735,normal
female,group c,associate's degree,standard,completed,68,67,73,69.33333333333333,medium,pass,-1,0.10965931396742541,normal
female,group c,some high school,standard,none,47,54,53,51.333333333333336,low,pass,7,-1.15348124794404,normal
male,group e,associate's degree,standard,completed,62,61,58,60.333333333333336,medium,pass,-1,-0.521910966988307,normal
female,group e,associate's degree,standard,completed,79,88,94,87.0,high,pass,9,1.3494083839916422,normal
male,group b,high school,standard,completed,73,69,68,70.0,medium,pass,-4,0.15644229774192447,normal
female,group c,bachelor's degree,free/reduced,completed,66,83,83,77.33333333333333,medium,pass,17,0.6710551192614101,normal
male,group c,associate's degree,standard,completed,51,60,58,56.333333333333336,low,pass,9,-0.8026088696352993,normal
female,group d,high school,standard,none,51,66,62,59.666666666666664,low,pass,15,-0.568693950762806,normal
male,group e,bachelor's degree,standard,completed,85,66,71,74.0,medium,pass,-19,0.4371402003889169,normal
male,group a,associate's degree,standard,completed,97,92,86,91.66666666666667,high,pass,-5,1.6768892704131335,normal
male,group c,high school,standard,completed,75,69,68,70.66666666666667,medium,pass,-6,0.20322528151642355,normal
male,group d,associate's degree,free/reduced,completed,79,82,80,80.33333333333333,high,pass,3,0.8815785462466545,normal
female,group c,associate's degree,standard,none,81,77,79,79.0,medium,pass,-4,0.7880125786976574,normal
female,group d,associate's degree,standard,none,82,95,89,88.66666666666667,high,pass,13,1.4663658434278892,normal
female,group d,master's degree,standard,none,64,63,66,64.33333333333333,medium,pass,-1,-0.24121306434131506,normal
male,group e,some high school,free/reduced,completed,78,83,80,80.33333333333333,high,pass,5,0.8815785462466545,normal
female,group a,some high school,standard,completed,92,100,97,96.33333333333333,high,pass,8,2.004370156834624,outlier
male,group c,high school,standard,completed,72,67,64,67.66666666666667,medium,pass,-5,-0.007298145468820749,normal
female,group c,high school,free/reduced,none,62,67,64,64.33333333333333,medium,pass,5,-0.24121306434131506,normal
male,group c,master's degree,standard,none,79,72,69,73.33333333333333,medium,pass,-7,0.3903572166144178,normal
male,group c,some high school,free/reduced,none,79,76,65,73.33333333333333,medium,pass,-3,0.3903572166144178,normal
male,group b,bachelor's degree,free/reduced,completed,87,90,88,88.33333333333333,high,pass,3,1.4429743515406392,normal
female,group b,associate's degree,standard,none,40,48,50,46.0,low,pass,8,-1.52774511814003,normal
male,group d,some college,free/reduced,none,77,62,64,67.66666666666667,medium,pass,-15,-0.007298145468820749,normal
male,group e,associate's degree,standard,none,53,45,40,46.0,low,pass,-8,-1.52774511814003,normal
female,group c,some college,free/reduced,none,32,39,33,34.666666666666664,low,fail,7,-2.3230558423065086,outlier
female,group c,associate's degree,standard,completed,55,72,79,68.66666666666667,medium,pass,17,0.06287633019292735,normal
male,group c,master's degree,free/reduced,none,61,67,66,64.66666666666667,medium,pass,6,-0.21782157245406505,normal
female,group b,associate's degree,free/reduced,none,53,70,70,64.33333333333333,medium,pass,17,-0.24121306434131506,normal
male,group d,some high school,standard,none,73,66,62,67.0,medium,pass,-7,-0.054081129243319814,normal
female,group d,some college,standard,completed,74,75,79,76.0,medium,pass,1,0.5774891517124131,normal
female,group c,some college,standard,none,63,74,74,70.33333333333333,medium,pass,11,0.1798337896291735,normal
male,group c,bachelor's degree,standard,completed,96,90,92,92.66666666666667,high,pass,-6,1.7470637460748817,normal
female,group d,some college,free/reduced,completed,63,80,80,74.33333333333333,medium,pass,17,0.4605316922761659,normal
male,group b,bachelor's degree,free/reduced,none,48,51,46,48.333333333333336,low,pass,3,-1.3640046749292842,normal
male,group b,associate's degree,standard,none,48,43,45,45.333333333333336,low,pass,-5,-1.5745281019145285,normal
